,svm,rf,knn,lr,mlp
svm,1.0,1.0132240455436209e-19,7.02166265899615e-12,6.393075543226994e-21,9.794650550573704e-22
rf,1.0132240455436137e-19,1.0,2.018397177653529e-09,7.235603067104208e-19,6.09953959903962e-16
knn,7.021662658996073e-12,2.018397177653529e-09,1.0,3.3892368408015212e-09,6.693798060226288e-11
lr,6.393075543226994e-21,7.235603067104207e-19,3.3892368408015336e-09,1.0,1.950219131328157e-25
mlp,9.794650550573635e-22,6.099539599039536e-16,6.693798060226245e-11,1.9502191313281432e-25,1.0
