,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '77.00±5.00'}","{'Train': '98.00±1.00', 'Val': '8.00±2.00'}","{'Train': '100.00±0.00', 'Val': '70.00±7.00'}","{'Train': '100.00±0.00', 'Val': '77.00±4.00'}","{'Train': '100.00±0.00', 'Val': '75.00±5.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±1.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±1.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '93.00±0.00'}","{'Train': '100.00±0.00', 'Val': '95.00±1.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.78±0.03'}","{'Train': '0.99±0.00', 'Val': '0.27±0.03'}","{'Train': '1.00±0.00', 'Val': '0.66±0.06'}","{'Train': '1.00±0.00', 'Val': '0.80±0.03'}","{'Train': '1.00±0.00', 'Val': '0.79±0.02'}"
