,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '89.00±3.00'}","{'Train': '100.00±0.00', 'Val': '87.00±4.00'}","{'Train': '100.00±0.00', 'Val': '86.00±7.00'}","{'Train': '97.00±0.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '90.00±2.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '93.00±1.00'}","{'Train': '100.00±0.00', 'Val': '90.00±3.00'}","{'Train': '100.00±0.00', 'Val': '84.00±6.00'}","{'Train': '99.00±1.00', 'Val': '91.00±3.00'}","{'Train': '100.00±0.00', 'Val': '91.00±5.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '91.00±1.00'}","{'Train': '100.00±0.00', 'Val': '88.00±2.00'}","{'Train': '100.00±0.00', 'Val': '85.00±2.00'}","{'Train': '98.00±0.00', 'Val': '90.00±1.00'}","{'Train': '100.00±0.00', 'Val': '91.00±2.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.82±0.02'}","{'Train': '1.00±0.00', 'Val': '0.77±0.05'}","{'Train': '1.00±0.00', 'Val': '0.71±0.03'}","{'Train': '0.95±0.01', 'Val': '0.80±0.01'}","{'Train': '1.00±0.00', 'Val': '0.81±0.03'}"
