,svm,rf,knn,lr,mlp
svm,1.0,3.857910344090034e-18,2.2002168479770577e-13,1.0129612395524502e-27,4.4105714349162784e-30
rf,3.857910344090007e-18,1.0,4.026193724478437e-14,1.87104198111866e-15,1.0615661090089147e-16
knn,2.2002168479770577e-13,4.026193724478466e-14,1.0,2.6899354666439445e-11,4.3918204755304473e-13
lr,1.0129612395524645e-27,1.8710419811186605e-15,2.6899354666439478e-11,1.0,3.0780756713781513e-27
mlp,4.4105714349163414e-30,1.0615661090089138e-16,4.3918204755303857e-13,3.0780756713781513e-27,1.0
