,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '77.00±6.00'}","{'Train': '100.00±0.00', 'Val': '88.00±2.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '88.00±4.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '89.00±6.00'}","{'Train': '100.00±0.00', 'Val': '93.00±2.00'}","{'Train': '100.00±0.00', 'Val': '60.00±10.00'}","{'Train': '100.00±0.00', 'Val': '89.00±6.00'}","{'Train': '100.00±0.00', 'Val': '89.00±6.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '86.00±3.00'}","{'Train': '100.00±0.00', 'Val': '73.00±6.00'}","{'Train': '100.00±0.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.76±0.05'}","{'Train': '1.00±0.00', 'Val': '0.72±0.05'}","{'Train': '1.00±0.00', 'Val': '0.49±0.10'}","{'Train': '1.00±0.00', 'Val': '0.77±0.07'}","{'Train': '1.00±0.00', 'Val': '0.76±0.06'}"
