,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '99.00±0.00', 'Val': '72.00±7.00'}","{'Train': '97.00±1.00', 'Val': '22.00±6.00'}","{'Train': '100.00±0.00', 'Val': '61.00±7.00'}","{'Train': '91.00±1.00', 'Val': '69.00±6.00'}","{'Train': '100.00±0.00', 'Val': '72.00±7.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±1.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '94.00±0.00'}","{'Train': '100.00±0.00', 'Val': '95.00±0.00'}","{'Train': '99.00±0.00', 'Val': '97.00±1.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}"
MCC,"{'Train': '0.99±0.00', 'Val': '0.77±0.04'}","{'Train': '0.98±0.01', 'Val': '0.43±0.07'}","{'Train': '1.00±0.00', 'Val': '0.65±0.03'}","{'Train': '0.94±0.01', 'Val': '0.74±0.05'}","{'Train': '1.00±0.00', 'Val': '0.76±0.03'}"
