,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '84.00±1.00', 'Val': '80.00±3.00'}","{'Train': '82.00±2.00', 'Val': '76.00±4.00'}","{'Train': '100.00±0.00', 'Val': '75.00±5.00'}","{'Train': '80.00±1.00', 'Val': '78.00±6.00'}","{'Train': '83.00±1.00', 'Val': '80.00±7.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '98.00±0.00'}","{'Train': '99.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '99.00±0.00', 'Val': '98.00±0.00'}","{'Train': '99.00±0.00', 'Val': '98.00±0.00'}"
MCC,"{'Train': '0.90±0.01', 'Val': '0.87±0.04'}","{'Train': '0.90±0.01', 'Val': '0.86±0.03'}","{'Train': '1.00±0.00', 'Val': '0.84±0.03'}","{'Train': '0.88±0.01', 'Val': '0.86±0.04'}","{'Train': '0.89±0.01', 'Val': '0.85±0.04'}"
