,svm,rf,knn,lr,mlp
svm,1.0,8.147245034930472e-19,1.8131387106066825e-07,1.5329896146465453e-27,1.5329896146465453e-27
rf,8.147245034930529e-19,1.0,3.3468412125246807e-07,8.147245034930529e-19,8.147245034930529e-19
knn,1.8131387106067208e-07,3.346841212524703e-07,1.0,1.8131387106067208e-07,1.8131387106067208e-07
lr,1.5329896146465453e-27,8.147245034930472e-19,1.8131387106066825e-07,1.0,5.621524072778066e-31
mlp,1.5329896146465453e-27,8.147245034930472e-19,1.8131387106066825e-07,5.621524072778066e-31,1.0
