,svm,rf,knn,lr,mlp
svm,1.0,3.120354733445419e-17,1.3966252995199406e-08,1.2594927762229973e-25,1.721794635984981e-29
rf,3.120354733445463e-17,1.0,9.03192357806821e-09,1.1537446073243633e-19,8.400955051583943e-18
knn,1.3966252995199539e-08,9.031923578068216e-09,1.0,1.1922434016063408e-09,2.46893613158397e-08
lr,1.259492776223024e-25,1.1537446073243797e-19,1.19224340160635e-09,1.0,6.287775475144197e-24
mlp,1.7217946359850055e-29,8.400955051583943e-18,2.4689361315839944e-08,6.287775475144152e-24,1.0
