,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '98.00±1.00', 'Val': '92.00±4.00'}","{'Train': '99.00±1.00', 'Val': '86.00±3.00'}","{'Train': '96.00±1.00', 'Val': '92.00±4.00'}","{'Train': '98.00±1.00', 'Val': '91.00±3.00'}","{'Train': '100.00±0.00', 'Val': '91.00±4.00'}"
Specificity,"{'Train': '97.00±1.00', 'Val': '91.00±3.00'}","{'Train': '99.00±1.00', 'Val': '88.00±4.00'}","{'Train': '85.00±2.00', 'Val': '67.00±7.00'}","{'Train': '98.00±0.00', 'Val': '92.00±1.00'}","{'Train': '100.00±0.00', 'Val': '90.00±4.00'}"
Accuracy,"{'Train': '98.00±1.00', 'Val': '91.00±3.00'}","{'Train': '99.00±0.00', 'Val': '87.00±3.00'}","{'Train': '90.00±1.00', 'Val': '80.00±4.00'}","{'Train': '98.00±0.00', 'Val': '92.00±2.00'}","{'Train': '100.00±0.00', 'Val': '91.00±3.00'}"
MCC,"{'Train': '0.96±0.01', 'Val': '0.83±0.05'}","{'Train': '0.98±0.01', 'Val': '0.74±0.07'}","{'Train': '0.81±0.01', 'Val': '0.61±0.08'}","{'Train': '0.96±0.01', 'Val': '0.84±0.04'}","{'Train': '1.00±0.00', 'Val': '0.82±0.07'}"
