,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '95.00±1.00', 'Val': '76.00±7.00'}","{'Train': '98.00±1.00', 'Val': '23.00±4.00'}","{'Train': '100.00±0.00', 'Val': '69.00±4.00'}","{'Train': '99.00±0.00', 'Val': '74.00±5.00'}","{'Train': '100.00±0.00', 'Val': '77.00±5.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±1.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '94.00±0.00'}","{'Train': '100.00±0.00', 'Val': '96.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}"
MCC,"{'Train': '0.96±0.00', 'Val': '0.77±0.04'}","{'Train': '0.99±0.01', 'Val': '0.45±0.03'}","{'Train': '1.00±0.00', 'Val': '0.74±0.02'}","{'Train': '0.99±0.00', 'Val': '0.78±0.04'}","{'Train': '1.00±0.00', 'Val': '0.79±0.03'}"
