,svm,rf,knn,lr,mlp
svm,1.0,1.0050488814952993e-18,9.281697864957049e-08,4.972043309115612e-16,5.595043132731413e-20
rf,1.0050488814952922e-18,1.0,7.67605676392089e-07,4.218154280878652e-15,2.001825838452421e-15
knn,9.28169786495704e-08,7.676056763920903e-07,1.0,9.28169786495704e-08,3.565546890992226e-06
lr,4.972043309115612e-16,4.218154280878682e-15,9.281697864957049e-08,1.0,5.595043132731413e-20
mlp,5.595043132731532e-20,2.0018258384524493e-15,3.56554689099226e-06,5.595043132731532e-20,1.0
