,svm,rf,knn,lr,mlp
svm,1.0,8.457150292179884e-17,1.2079315856566155e-15,3.454077107087138e-26,6.14867195491648e-26
rf,8.457150292179954e-17,1.0,6.4135971360867936e-21,2.0122127972355782e-14,5.86905787670836e-16
knn,1.207931585656636e-15,6.413597136086792e-21,1.0,4.004705863009953e-13,9.211495734352974e-15
lr,3.454077107087138e-26,2.012212797235536e-14,4.004705863009898e-13,1.0,2.2096589704673756e-30
mlp,6.148671954916526e-26,5.869057876708367e-16,9.211495734352985e-15,2.209658970467407e-30,1.0
