,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '99.00±0.00', 'Val': '93.00±2.00'}","{'Train': '100.00±0.00', 'Val': '82.00±6.00'}","{'Train': '100.00±0.00', 'Val': '91.00±5.00'}","{'Train': '100.00±0.00', 'Val': '93.00±3.00'}","{'Train': '100.00±0.00', 'Val': '94.00±2.00'}"
Specificity,"{'Train': '99.00±0.00', 'Val': '94.00±3.00'}","{'Train': '100.00±0.00', 'Val': '93.00±4.00'}","{'Train': '100.00±0.00', 'Val': '74.00±3.00'}","{'Train': '100.00±0.00', 'Val': '95.00±4.00'}","{'Train': '100.00±0.00', 'Val': '93.00±3.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '94.00±1.00'}","{'Train': '100.00±0.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '82.00±3.00'}","{'Train': '100.00±0.00', 'Val': '94.00±2.00'}","{'Train': '100.00±0.00', 'Val': '93.00±2.00'}"
MCC,"{'Train': '0.98±0.01', 'Val': '0.88±0.03'}","{'Train': '1.00±0.00', 'Val': '0.76±0.09'}","{'Train': '1.00±0.00', 'Val': '0.66±0.07'}","{'Train': '1.00±0.00', 'Val': '0.88±0.04'}","{'Train': '1.00±0.00', 'Val': '0.87±0.04'}"
