,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '92.00±1.00', 'Val': '91.00±5.00'}","{'Train': '99.00±0.00', 'Val': '91.00±5.00'}","{'Train': '100.00±0.00', 'Val': '91.00±4.00'}","{'Train': '93.00±1.00', 'Val': '90.00±5.00'}","{'Train': '94.00±2.00', 'Val': '91.00±4.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '99.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}"
MCC,"{'Train': '0.93±0.00', 'Val': '0.92±0.03'}","{'Train': '0.99±0.00', 'Val': '0.92±0.03'}","{'Train': '1.00±0.00', 'Val': '0.92±0.02'}","{'Train': '0.95±0.01', 'Val': '0.92±0.02'}","{'Train': '0.97±0.01', 'Val': '0.92±0.02'}"
