,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '68.00±6.00'}","{'Train': '98.00±1.00', 'Val': '6.00±2.00'}","{'Train': '67.00±3.00', 'Val': '45.00±4.00'}","{'Train': '96.00±0.00', 'Val': '63.00±6.00'}","{'Train': '100.00±0.00', 'Val': '68.00±6.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '99.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '96.00±0.00'}","{'Train': '100.00±0.00', 'Val': '93.00±0.00'}","{'Train': '97.00±0.00', 'Val': '94.00±1.00'}","{'Train': '100.00±0.00', 'Val': '96.00±0.00'}","{'Train': '100.00±0.00', 'Val': '96.00±0.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.72±0.04'}","{'Train': '0.99±0.01', 'Val': '0.23±0.05'}","{'Train': '0.75±0.02', 'Val': '0.52±0.05'}","{'Train': '0.98±0.00', 'Val': '0.68±0.03'}","{'Train': '1.00±0.00', 'Val': '0.71±0.03'}"
