,svm,rf,knn,lr,mlp
svm,1.0,5.126828920013031e-21,3.936251432489973e-14,8.838545798056223e-27,4.270911594560748e-25
rf,5.126828920013104e-21,1.0,4.584427379834941e-13,8.38594226471106e-24,8.239675829861346e-23
knn,3.9362514324900054e-14,4.584427379834908e-13,1.0,3.924840353328184e-15,6.986601501806379e-16
lr,8.838545798056349e-27,8.38594226471082e-24,3.9248403533281545e-15,1.0,1.999670995035379e-29
mlp,4.27091159456078e-25,8.239675829861229e-23,6.986601501806379e-16,1.9996709950353504e-29,1.0
