,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '99.00±1.00', 'Val': '91.00±2.00'}","{'Train': '100.00±0.00', 'Val': '83.00±5.00'}","{'Train': '100.00±0.00', 'Val': '93.00±4.00'}","{'Train': '100.00±0.00', 'Val': '92.00±2.00'}","{'Train': '100.00±0.00', 'Val': '93.00±2.00'}"
Specificity,"{'Train': '99.00±1.00', 'Val': '95.00±2.00'}","{'Train': '100.00±0.00', 'Val': '95.00±1.00'}","{'Train': '100.00±0.00', 'Val': '69.00±6.00'}","{'Train': '100.00±0.00', 'Val': '95.00±3.00'}","{'Train': '100.00±0.00', 'Val': '93.00±2.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '93.00±1.00'}","{'Train': '100.00±0.00', 'Val': '89.00±2.00'}","{'Train': '100.00±0.00', 'Val': '80.00±3.00'}","{'Train': '100.00±0.00', 'Val': '93.00±1.00'}","{'Train': '100.00±0.00', 'Val': '93.00±0.00'}"
MCC,"{'Train': '0.98±0.00', 'Val': '0.87±0.02'}","{'Train': '1.00±0.00', 'Val': '0.79±0.04'}","{'Train': '1.00±0.00', 'Val': '0.63±0.06'}","{'Train': '1.00±0.00', 'Val': '0.87±0.02'}","{'Train': '1.00±0.00', 'Val': '0.86±0.01'}"
