,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '91.00±3.00'}","{'Train': '100.00±0.00', 'Val': '81.00±7.00'}","{'Train': '100.00±0.00', 'Val': '89.00±3.00'}","{'Train': '99.00±0.00', 'Val': '88.00±2.00'}","{'Train': '100.00±0.00', 'Val': '90.00±4.00'}"
Specificity,"{'Train': '99.00±0.00', 'Val': '85.00±3.00'}","{'Train': '100.00±0.00', 'Val': '91.00±5.00'}","{'Train': '100.00±0.00', 'Val': '65.00±3.00'}","{'Train': '99.00±0.00', 'Val': '86.00±4.00'}","{'Train': '100.00±0.00', 'Val': '85.00±4.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '88.00±2.00'}","{'Train': '100.00±0.00', 'Val': '86.00±4.00'}","{'Train': '100.00±0.00', 'Val': '76.00±3.00'}","{'Train': '99.00±0.00', 'Val': '87.00±3.00'}","{'Train': '100.00±0.00', 'Val': '87.00±3.00'}"
MCC,"{'Train': '0.99±0.00', 'Val': '0.75±0.04'}","{'Train': '1.00±0.00', 'Val': '0.73±0.08'}","{'Train': '1.00±0.00', 'Val': '0.55±0.06'}","{'Train': '0.99±0.00', 'Val': '0.74±0.05'}","{'Train': '1.00±0.00', 'Val': '0.75±0.05'}"
