,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '99.00±1.00', 'Val': '74.00±4.00'}","{'Train': '97.00±1.00', 'Val': '11.00±4.00'}","{'Train': '100.00±0.00', 'Val': '52.00±8.00'}","{'Train': '95.00±1.00', 'Val': '73.00±5.00'}","{'Train': '100.00±0.00', 'Val': '77.00±7.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '99.00±1.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±1.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '94.00±0.00'}","{'Train': '100.00±0.00', 'Val': '95.00±1.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}"
MCC,"{'Train': '0.99±0.00', 'Val': '0.78±0.03'}","{'Train': '0.98±0.00', 'Val': '0.31±0.05'}","{'Train': '1.00±0.00', 'Val': '0.54±0.05'}","{'Train': '0.97±0.01', 'Val': '0.79±0.03'}","{'Train': '1.00±0.00', 'Val': '0.79±0.03'}"
