,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '99.00±0.00', 'Val': '84.00±4.00'}","{'Train': '100.00±0.00', 'Val': '81.00±3.00'}","{'Train': '92.00±1.00', 'Val': '86.00±3.00'}","{'Train': '96.00±1.00', 'Val': '85.00±3.00'}","{'Train': '100.00±0.00', 'Val': '86.00±4.00'}"
Specificity,"{'Train': '99.00±1.00', 'Val': '86.00±5.00'}","{'Train': '100.00±0.00', 'Val': '83.00±5.00'}","{'Train': '83.00±2.00', 'Val': '71.00±5.00'}","{'Train': '95.00±1.00', 'Val': '85.00±5.00'}","{'Train': '100.00±0.00', 'Val': '85.00±4.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '85.00±2.00'}","{'Train': '100.00±0.00', 'Val': '82.00±1.00'}","{'Train': '87.00±1.00', 'Val': '79.00±2.00'}","{'Train': '95.00±0.00', 'Val': '85.00±2.00'}","{'Train': '100.00±0.00', 'Val': '85.00±3.00'}"
MCC,"{'Train': '0.98±0.01', 'Val': '0.70±0.04'}","{'Train': '1.00±0.00', 'Val': '0.65±0.03'}","{'Train': '0.75±0.01', 'Val': '0.58±0.05'}","{'Train': '0.91±0.01', 'Val': '0.70±0.04'}","{'Train': '1.00±0.00', 'Val': '0.71±0.07'}"
