,svm,rf,knn,lr,mlp
svm,1.0,8.147245034930472e-19,1.0527577991271317e-13,1.555406004039159e-23,6.610912309586959e-28
rf,8.147245034930529e-19,1.0,1.1228060714712725e-09,3.7411930035889057e-16,1.683731360119041e-17
knn,1.0527577991271382e-13,1.1228060714712688e-09,1.0,9.235411187658862e-13,6.070025626129059e-15
lr,1.5554060040391702e-23,3.741193003588985e-16,9.235411187658927e-13,1.0,1.3230601175170826e-23
mlp,6.6109123095868645e-28,1.683731360119029e-17,6.0700256261290175e-15,1.3230601175170918e-23,1.0
