,svm,rf,knn,lr,mlp
svm,1.0,2.4153533773915824e-09,1.3354565537657796e-11,8.356930226307738e-27,4.136680462022301e-24
rf,2.4153533773915998e-09,1.0,1.725590572317466e-14,4.468668544200959e-11,4.468668544200959e-11
knn,1.3354565537658006e-11,1.7255905723174644e-14,1.0,5.121358747559609e-12,1.6886772721352728e-13
lr,8.356930226307857e-27,4.4686685442009875e-11,5.121358747559614e-12,1.0,1.1089596051782138e-24
mlp,4.13668046202239e-24,4.4686685442009875e-11,1.6886772721352865e-13,1.1089596051782138e-24,1.0
