svm,rf,knn,lr,mlp
10,,,10,
0.1,,,,
rbf,,,,
,,,,
,2.0,,,
,100.0,,,
,,ball_tree,,
,,3,,
,,uniform,,
,,,l1,
,,,saga,adam
,,,,relu
,,,,"(512, 256, 64)"
