,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '99.00±0.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '83.00±5.00'}","{'Train': '91.00±1.00', 'Val': '86.00±3.00'}","{'Train': '100.00±0.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '89.00±3.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '87.00±5.00'}","{'Train': '100.00±0.00', 'Val': '82.00±5.00'}","{'Train': '82.00±3.00', 'Val': '67.00±5.00'}","{'Train': '100.00±0.00', 'Val': '88.00±5.00'}","{'Train': '100.00±0.00', 'Val': '87.00±4.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '87.00±1.00'}","{'Train': '100.00±0.00', 'Val': '82.00±4.00'}","{'Train': '86.00±1.00', 'Val': '76.00±2.00'}","{'Train': '100.00±0.00', 'Val': '88.00±1.00'}","{'Train': '100.00±0.00', 'Val': '88.00±1.00'}"
MCC,"{'Train': '0.99±0.00', 'Val': '0.75±0.03'}","{'Train': '1.00±0.00', 'Val': '0.65±0.09'}","{'Train': '0.73±0.02', 'Val': '0.54±0.03'}","{'Train': '1.00±0.00', 'Val': '0.76±0.03'}","{'Train': '1.00±0.00', 'Val': '0.76±0.03'}"
