,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '77.00±1.00', 'Val': '74.00±5.00'}","{'Train': '100.00±0.00', 'Val': '72.00±5.00'}","{'Train': '75.00±1.00', 'Val': '70.00±7.00'}","{'Train': '79.00±2.00', 'Val': '74.00±5.00'}","{'Train': '75.00±2.00', 'Val': '73.00±5.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}"
Accuracy,"{'Train': '98.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '98.00±0.00', 'Val': '98.00±0.00'}","{'Train': '99.00±0.00', 'Val': '98.00±0.00'}","{'Train': '98.00±0.00', 'Val': '98.00±0.00'}"
MCC,"{'Train': '0.87±0.00', 'Val': '0.83±0.03'}","{'Train': '1.00±0.00', 'Val': '0.82±0.05'}","{'Train': '0.84±0.01', 'Val': '0.81±0.04'}","{'Train': '0.87±0.01', 'Val': '0.83±0.04'}","{'Train': '0.86±0.01', 'Val': '0.82±0.04'}"
