,svm,rf,knn,lr,mlp
svm,1.0,1.1388727297536985e-19,1.1867495198061138e-16,1.2928161823135751e-23,9.950097608817123e-28
rf,1.1388727297537146e-19,1.0,7.383851635181665e-17,8.663107389928509e-18,3.0487385223863377e-21
knn,1.1867495198061221e-16,7.383851635181702e-17,1.0,1.9745678367774366e-14,7.143155525408002e-17
lr,1.2928161823135935e-23,8.663107389928631e-18,1.9745678367774366e-14,1.0,7.417102825310591e-26
mlp,9.95009760881698e-28,3.0487385223863377e-21,7.143155525408002e-17,7.417102825310697e-26,1.0
