Sensitivity,Specificity,Accuracy,MCC
0.9387755102040817,0.9107142857142857,0.9238095238095239,0.8479461097510955
0.875,1.0,0.9423076923076923,0.8890008890013334
0.9375,0.8392857142857143,0.8846153846153846,0.7750576015460308
0.8333333333333334,1.0,0.9230769230769231,0.8539125638299666
0.8958333333333334,0.9464285714285714,0.9230769230769231,0.8454129142880623
