,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '79.00±6.00'}","{'Train': '100.00±0.00', 'Val': '31.00±7.00'}","{'Train': '100.00±0.00', 'Val': '73.00±9.00'}","{'Train': '98.00±1.00', 'Val': '79.00±5.00'}","{'Train': '100.00±0.00', 'Val': '80.00±4.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '95.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±1.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.86±0.03'}","{'Train': '1.00±0.00', 'Val': '0.54±0.07'}","{'Train': '1.00±0.00', 'Val': '0.76±0.06'}","{'Train': '0.99±0.00', 'Val': '0.82±0.04'}","{'Train': '1.00±0.00', 'Val': '0.84±0.03'}"
