,svm,rf,knn,lr,mlp
svm,1.0,9.056361004217542e-17,8.224155614915588e-12,3.517702469122744e-27,1.6215508029882297e-24
rf,9.056361004217606e-17,1.0,1.1643208089933312e-11,9.056361004217606e-17,7.509035528283934e-15
knn,8.224155614915569e-12,1.1643208089933269e-11,1.0,8.224155614915569e-12,2.09563642204831e-10
lr,3.517702469122744e-27,9.056361004217542e-17,8.224155614915588e-12,1.0,2.68790665322485e-27
mlp,1.6215508029882395e-24,7.509035528283934e-15,2.0956364220483245e-10,2.6879066532248885e-27,1.0
